timestamp,event,temp,humi,voltage,note
2026-08-24 08:38:02,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:04,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:06,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:08,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:09,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:11,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:13,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:15,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:17,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:18,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:20,reading,52.0,25.0,1.23,OK
2026-08-24 08:38:22,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:24,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:26,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:28,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:29,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:31,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:38,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:40,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:42,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:44,reading,46.0,28.0,0.57,OK
2026-08-24 08:38:45,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:47,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:49,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:51,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:53,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:55,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:56,reading,42.0,31.0,0.3,OK
2026-08-24 08:38:58,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:00,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:02,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:04,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:06,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:07,reading,42.0,31.0,0.3,OK
2026-08-24 08:39:09,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:11,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:13,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:15,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:16,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:18,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:20,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:22,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:24,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:25,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:27,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:29,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:31,reading,39.0,35.0,0.3,OK
2026-08-24 08:39:33,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:35,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:37,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:39,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:41,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:42,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:44,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:48,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:50,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:52,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:54,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:56,reading,37.0,40.0,0.3,OK
2026-08-24 08:39:57,reading,35.0,42.0,0.3,OK
2026-08-24 08:39:59,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:01,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:03,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:05,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:07,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:08,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:10,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:12,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:14,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:16,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:17,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:19,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:21,reading,35.0,42.0,0.3,OK
2026-08-24 08:40:23,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:25,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:26,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:28,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:30,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:32,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:34,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:36,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:37,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:39,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:41,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:43,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:45,reading,33.0,48.0,0.3,OK
2026-08-24 08:40:46,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:48,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:50,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:52,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:54,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:55,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:57,reading,32.0,47.0,0.3,OK
2026-08-24 08:40:59,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:01,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:03,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:04,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:06,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:08,reading,32.0,47.0,0.3,OK
2026-08-24 08:41:10,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:12,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:13,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:15,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:17,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:19,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:21,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:23,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:24,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:26,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:28,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:30,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:32,reading,31.0,49.0,0.31,OK
2026-08-24 08:41:34,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:35,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:37,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:39,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:41,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:43,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:44,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:46,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:48,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:50,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:52,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:54,reading,30.0,51.0,2.43,OK
2026-08-24 08:41:56,reading,30.0,53.0,2.58,OK
2026-08-24 08:41:58,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:00,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:03,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:05,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:07,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:09,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:10,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:12,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:14,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:16,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:18,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:19,reading,30.0,53.0,2.58,OK
2026-08-24 08:42:21,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:23,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:25,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:27,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:29,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:30,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:32,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:34,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:36,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:38,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:40,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:41,reading,29.0,54.0,0.73,OK
2026-08-24 08:42:43,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:45,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:47,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:49,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:51,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:52,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:54,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:56,reading,28.0,56.0,0.65,OK
2026-08-24 08:42:58,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:00,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:01,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:03,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:05,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:07,reading,28.0,56.0,0.65,OK
2026-08-24 08:43:09,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:11,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:13,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:15,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:17,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:19,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:20,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:22,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:24,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:26,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:28,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:29,reading,28.0,58.0,0.65,OK
2026-08-24 08:43:31,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:33,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:35,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:37,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:38,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:40,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:42,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:44,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:46,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:48,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:50,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:52,reading,27.0,59.0,0.65,OK
2026-08-24 08:43:54,reading,27.0,60.0,0.65,OK
2026-08-24 08:43:56,reading,27.0,60.0,0.65,OK
2026-08-24 08:43:57,reading,27.0,60.0,0.65,OK
2026-08-24 08:43:59,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:01,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:03,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:05,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:07,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:08,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:10,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:12,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:14,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:16,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:17,reading,27.0,60.0,0.65,OK
2026-08-24 08:44:19,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:21,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:23,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:25,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:26,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:28,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:30,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:32,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:34,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:36,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:38,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:40,reading,27.0,61.0,0.65,OK
2026-08-24 08:44:41,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:43,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:45,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:47,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:49,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:50,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:52,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:54,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:56,reading,27.0,62.0,0.65,OK
2026-08-24 08:44:58,reading,27.0,62.0,0.65,OK
2026-08-24 08:45:00,reading,27.0,62.0,0.65,OK
2026-08-24 08:45:01,reading,27.0,62.0,0.65,OK
2026-08-24 08:45:03,reading,27.0,62.0,0.65,OK
2026-08-24 08:45:05,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:07,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:09,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:10,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:12,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:14,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:16,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:18,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:19,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:21,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:23,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:25,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:27,reading,26.0,62.0,0.65,OK
2026-08-24 08:45:29,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:30,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:32,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:34,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:36,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:38,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:40,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:42,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:43,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:45,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:47,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:49,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:51,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:52,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:54,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:56,reading,26.0,63.0,0.65,OK
2026-08-24 08:45:58,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:00,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:01,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:03,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:05,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:07,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:09,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:10,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:12,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:15,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:16,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:19,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:26,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:28,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:30,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:32,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:34,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:40,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:42,reading,26.0,63.0,0.65,OK
2026-08-24 08:46:51,fetch_error,,,,"HTTPSConnectionPool(host='api.thingspeak.com', port=443): Read timed out. (read timeout=5)"
2026-08-24 08:46:59,reading,26.0,63.0,0.65,OK
2026-08-24 08:47:01,reading,26.0,63.0,0.65,OK
2026-08-24 08:47:09,reading,26.0,63.0,0.65,OK
2026-08-24 08:47:15,reading,26.0,63.0,0.65,OK
2026-08-24 08:47:17,reading,26.0,63.0,0.65,OK
2026-08-24 08:47:24,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:26,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:28,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:30,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:32,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:34,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:36,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:37,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:39,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:41,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:43,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:45,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:47,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:48,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:51,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:53,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:55,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:56,reading,26.0,64.0,0.65,OK
2026-08-24 08:47:58,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:00,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:02,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:04,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:05,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:07,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:09,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:11,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:13,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:14,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:16,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:18,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:20,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:22,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:24,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:25,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:27,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:29,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:31,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:33,reading,26.0,64.0,0.65,OK
2026-08-24 08:48:34,reading,26.0,64.0,0.65,OK
